Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Tumasyan, Armen; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Lindsey, Cole; Ujvari, Balazs; Muthumuni, Samila; Polatoz, Ayse; ",arXiv: Observation of B $^ 0$$\to $$\psi $(2S) K $^ 0_\mathrm {S}\pi^+\pi^-$ and B $^ 0_\mathrm {S} $$\to $$\psi $(2S) K $^ 0_\mathrm {S} $ decays,Eur. Phys. J. C,82,arXiv: 2201.09131,499,2022,
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Measurement of the Λb cross section and the [over bar] Λ b ratio with J/ψΛ decays in pp collisions at√ s= 7 TeV,,,,,2012,Elsevier BV
"CMS collaboration; ",Search for low mass vector resonances decaying to quark-antiquark pairs in proton-proton collisions at sqrt (s)= 13 TeV,arXiv preprint arXiv:1705.10532,,,,2017,
"Basegmez, Suzan; Beluffi, Camille; Bruno, Giacomo; Castello, Roberto; Caudron, Adrien; Ceard, Ludivine; Da Silveira, Gustavo Gil; Delaere, Christophe; Du Pree, Tristan; Favart, Denis; ","Search for supersymmetry in pp collisions at sqrt (s)= 8 TeV in events with a single lepton, large jet multiplicity, and multiple b jets","Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics",,,328,2014,
"Canelli, Maria Florencia; Aarrestad, Thea K; Caminada, Lea; de Cosa, Annapaoloa; Donato, Silvio; Galloni, Camilla; Hinzmann, Andreas; Hreus, Tomas; Ngadiuba, Jennifer; Pinna, Deborah; ",Measurements of $ t\overline {t} $ cross sections in association with b jets and inclusive jets and their ratio using dilepton final states in pp collisions at $\sqrt {s} $= 13 TeV,Physics Letters B,776,,355-378,2018,Elsevier
"collaboration, CMS; ",Measurement of the WZ production cross section in pp collisions at sqrt (s)= 13 TeV,Physics Letters B,766,,268-290,2017,sciencedirect
"Tumasyan, Armen; Adam, Wolfgang; Andrejkovic, Janik Walter; Bergauer, Thomas; Chatterjee, Suman; Dragicevic, Marko; Escalante Del Valle, Alberto; Fruehwirth, Rudolf; Jeitler, Manfred; Krammer, Natascha; ",Search for charged-lepton flavor violation in top quark production and decay in pp collisions at $$\sqrt {s} $$= 13 TeV,Journal of High Energy Physics,2022,6,1-43,2022,Springer Berlin Heidelberg
"Denegri, D; Oberst, O; Biasini, M; Dremin, I; Snoek, H; Long, OR; Silkworth, C; Marono, MV; Chatrchyan, S; Fabbro, B; ","Study of the inclusive production of charged pions, kaons, and protons in pp collisions at root s= 0.9, 2.76, and 7 TeV",EUROPEAN PHYSICAL JOURNAL C,72,10,,2012,SPRINGER
"Giammanco, A; Krintiras, G; Lemaitre, V; Magitteri, A; Piotrzkowski, K; Saggio, A; Marono, M Vidal; Wertz, S; Zobec, J; Alves, FL; ",Search for dark matter produced in association with a single top quark or a top quark pair in proton-proton collisions at s= 13 TeV,,,,,2019,
"Zucchetta, A; Thom, J; Kress, M; Hu, Z; Rahatlou, S; Adam, N; Stoye, M; Barker, A; Cole, JE; Kalakhety, H; ",Search for fractionally charged particles in pp collisions at root s= 7 TeV,,,,,2013,"Physical Review D-Particles, Fields, Gravitation, and Cosmology"
"Giammanco, A; Krintiras, G; Lemaitre, V; Magitteri, A; Piotrzkowski, K; Saggio, A; Marono, M Vidal; Wertz, S; Zobec, J; Alves, FL; ",Search for a W boson decaying to a vector-like quark and a top or bottom quark in the all-jets final state,,,,,2019,
"Krätschmer, I; Kirschenmann, H; Schütze, P; Steinbrück, G; Gutsche, O; Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; ",Search for resonances in the mass spectrum of muon pairs produced in association with b quark jets in proton-proton collisions at√ s= 8 and 13 TeV,,,,,2018,
"Fabbro, B; Mueller, S; Vitulo, P; Snigirev, A; Mejias, BM; Clare, R; Gauthier, L; Yoo, HD; Chatrchyan, S; Faure, JL; ",Search for heavy quarks decaying into a top quark and a W or Z boson using lepton plus jets events in pp collisions at root s= 7 TeV,JOURNAL OF HIGH ENERGY PHYSICS,,1,,2013,Springer
"Abbrescia, Marcello; Barbone, Lucia; Calabria, Cesare; Chhibra, SIMRANJIT SINGH; DE PALMA, Mauro; Marangelli, Bartolomeo; My, Salvatore; Pompili, Alexis; Selvaggi, Giovanna; Singh, Gurpreet; ",Search for a Higgs boson decaying into a Z and a photon in pp collisions at root s= 7 and 8 TeV,PHYSICS LETTERS. SECTION B,726,4-5,587-609,2013,
"Dejardin, M; Niegel, M; Vitulo, P; Azarkin, M; Robmann, P; Liu, H; Malek, M; Shipsey, I; Chatrchyan, S; Denegri, D; ",Search for anomalous production of highly boosted Z bosons decaying to mu (+) mu (-) in proton-proton collisions at root s= 7 TeV,PHYSICS LETTERS B,722,1-3,28-47,2013,Elsevier Science Bv
"Dejardin, M; Muller, T; Zucchetta, A; Kodolova, O; Weber, HA; Babb, J; Gauthier, L; Merkel, P; Chatrchyan, S; Denegri, D; ",Search for high-mass resonances decaying into tau-lepton pairs in pp collisions at root s= 7 TeV,PHYSICS LETTERS B,716,1,82-102,2012,ELSEVIER SCIENCE BV
"Krätschmer, I; Steinbrück, G; Kirschenmann, H; Gutsche, O; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Asilar, E; Bergauer, T; ",Search for narrow resonances in dilepton mass spectra in proton–proton collisions at s= 13 TeV and combination with 8 TeV data,,,,,2017,
"Denegri, D; Martschei, D; Zotto, P; Popov, A; Amsler, C; Jarvis, C; Betts, RR; Miller, DH; Chatrchyan, S; Fabbro, B; ",Search for heavy narrow dilepton resonances in pp collisions at root s= 7 TeV and root s= 8 TeV,PHYSICS LETTERS B,720,1-3,63-82,2013,Elsevier Science Bv
"Denegri, D; Niegel, M; Torre, P; Azarkin, M; Chiochia, V; Gary, JW; O'Brien, C; Silvers, D; Chatrchyan, S; Fabbro, B; ",Search for a W'boson decaying to a bottom quark and a top quark in pp collisions at root s= 7 TeV,PHYSICS LETTERS B,718,4-5,1229-1251,2013,ELSEVIER SCIENCE BV
"Thom, J; Kress, M; Hu, Z; Rahatlou, S; Adam, N; Stoye, M; Barker, A; Cole, JE; Kalakhety, H; Gabusi, M; ","Search for a narrow, spin-2 resonance decaying to a pair of Z bosons in the q q-bar l+ l-final state",,,,,2013,"Physics Letters, B"
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Gutsche, O; Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; Bergauer, T; ",Search for high-mass resonances in dilepton final states in proton-proton collisions at√ s= 13 TeV,,,,,2018,
"Eerola, P; Höing, RS; Perrotta, A; Castilla-Valdez, H; Janot, P; Nash, J; McBride, P; Kaisen, J; Perry, T; Khachatryan, V; ",Measurement of the W+ W-cross section in pp collisions at root s= 8 TeV and limits on anomalous gauge couplings,European physical journal C,76,7,,2016,Springer
"Couderc, F; Dierlamm, A; Galanti, M; Golubev, N; Wallny, R; Negrete, MO; Bolognesi, S; Kaplan, S; Khachatryan, V; Dejardin, M; ",Measurement of electroweak production of two jets in association with a Z boson in proton-proton collisions at root s= 8 TeV,EUROPEAN PHYSICAL JOURNAL C,75,2,,2015,SPRINGER
"Dejardin, M; Nurnberg, A; Vanini, S; Dudko, L; Urscheler, C; Babb, J; Gauthier, L; Everett, A; Chatrchyan, S; Denegri, D; ","Search for physics beyond the standard model in events with a Z boson, jets, and missing transverse energy in pp collisions at root s= 7 TeV",PHYSICS LETTERS B,716,2,260-284,2012,ELSEVIER SCIENCE BV
"Basegmez, Suzan; Beluffi, Camille; Bruno, Giacomo; Castello, Roberto; Caudron, Adrien; Ceard, Ludivine; Da Silveira, Gustavo Gil; Delaere, Christophe; Du Pree, Tristan; Favart, Denis; ",Search for pair production of third-generation scalar leptoquarks and top squarks in proton-proton collisions at sqrt (s)= 8 TeV,"Physics Letters. Section B: Nuclear, Elementary Particle and High-Energy Physics",,,229,2014,
"Choudhury, S; Nurnberg, A; Vitulo, P; Sarycheva, L; De Visscher, S; Jeng, GY; Varelas, N; Zheng, Y; Chatrchyan, S; Dejardin, M; ",Measurement of the Electron Charge Asymmetry in Inclusive W Production in pp Collisions at root s= 7 TeV,PHYSICAL REVIEW LETTERS,109,11,,2012,AMER PHYSICAL SOC
,Measurement of the Higgs boson width and evidence of its off-shell contributions to ZZ production,Nature physics,18,11,1329-1334,2022,Nature Publishing Group UK London
"Faure, JL; Katkov, I; Gasparini, F; Krasnikov, N; Moortgat, F; Pilot, J; Hagopian, V; Mendez, H; Chatrchyan, S; Ferri, F; ",Measurement of the prompt J/psi and psi (2S) polarizations in pp collisions at root s= 7 TeV,Physics Letters B,727,4-5,381-402,2013,ELSEVIER SCIENCE BV
"Bruno, G; Caputo, C; Caudron, A; David, P; De Visscher, S; Delaere, C; Delcourt, M; Francois, B; Giammanco, A; Komm, M; ",Search for a massive resonance decaying to a pair of Higgs bosons in the four b quark final state in proton-proton collisions at root s= 13 TeV,,,,,2018,
"Tumasyan, Armen; Adam, Wolfgang; Andrejkovic, Janik Walter; Bergauer, Thomas; Chatterjee, Suman; Damanakis, Konstantinos; Dragicevic, Marko; Del Valle, A Escalante; Fruehwirth, Rudolf; Jeitler, Manfred; ",Inclusive nonresonant multilepton probes of new phenomena at s= 13 TeV,Physical Review D,105,11,112007,2022,American Physical Society
"Cms Collaboration; ",Inclusive and differential cross section measurements of single top quark production in association with a Z boson in proton-proton collisions at $\sqrt {s} $= 13 TeV,arXiv preprint arXiv:2111.02860,,,,2021,
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Gutsche, O; Outschoorn, VIM; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; ",Search for massive resonances decaying into pairs of boosted bosons in semi-leptonic final states at (Formula presented.)= 8 TeV,,,,,2014,
"Tumasyan, Armen; Adam, Wolfgang; Andrejkovic, Janik Walter; Bergauer, Thomas; Chatterjee, Suman; Damanakis, Konstantinos; Dragicevic, Marko; Del Valle, A Escalante; Fruehwirth, Rudolf; Jeitler, Manfred; ",Search for Higgs boson pair production in the four b quark final state in proton-proton collisions at s= 13 TeV,Physical review letters,129,8,081802,2022,American Physical Society
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Gutsche, O; Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; Bergauer, T; ","Search for dark matter in events with energetic, hadronically decaying top quarks and missing transverse momentum at√ s= 13 TeV",,,,,2018,
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Gutsche, O; Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; Bergauer, T; ",Search for resonant pair production of Higgs bosons decaying to bottom quark-antiquark pairs in proton-proton collisions at 13 TeV,,,,,2018,
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Gutsche, O; Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; Bergauer, T; ",Search for new physics in final states with an energetic jet or a hadronically decaying W or Z boson and transverse momentum imbalance at s= 13 TeV,,,,,2018,
"Krätschmer, Ilse; Steinbrück, G; Kirschenmann, H; Gutsche, O; Sirunyan, AM; Tumasyan, AR; Adam, Wolfgang; Aşilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; ",Search for dark matter produced with an energetic jet or a hadronically decaying W or Z boson at√ s= 13 TeV,,,,,2017,
"Beluffi, C; Bruno, G; Castello, R; Caudron, A; Ceard, L; Da Silveira, GG; Delaere, C; du Pree, T; Favart, D; Forthomme, L; ",Search for pair production of third-generation scalar leptoquarks and top squarks in proton-proton collisions at v root s= 8 TeV,,,,,2014,
"Antunovic, Z; Kovac, M; Brigljevic, V; Duric, S; Kadija, K; Luetic, J; Mekterovic, D; Morovic, S; Tikvica, L; Attikis, A; ",Determination of the top-quark pole mass and strong coupling constant from the t (t) over-bar production cross section in pp collisions at root s= 7 TeV,,,,,2014,
"Krätschmer, I; Steinbrück, G; Kirschenmann, H; Gutsche, O; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Asilar, E; Bergauer, T; ",Search for leptophobic Z′ bosons decaying into four-lepton final states in proton–proton collisions at s= 8TeV,,,,,2017,
"Tytgat, Michael; Son, Dongchul; Martinez-Ortega, Jorge; ",Search for top squarks in R-parity-violating supersymmetry using three or more leptons and b-tagged jets,,,,,2013,
"Bondu, O; Brochet, S; Bruno, G; Caputo, C; Caudron, A; David, P; De Visscher, S; Delaere, C; Delcourt, M; Francois, B; ",Search for a heavy resonance decaying into a Z boson and a vector boson in the v (v) over-barq (q) over-bar final state,,,,,2018,
"Krätschmer, I; Steinbrück, G; Kirschenmann, H; Gutsche, O; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Asilar, E; Bergauer, T; ",Measurement of the W boson helicity fractions in the decays of top quark pairs to lepton+ jets final states produced in pp collisions at s= 8TeV,,,,,2016,
"Faure, JL; Quast, G; Laricciaa, P; Vinogradov, A; Chen, KH; Sumowidagdo, S; Albayrak, EA; Guragain, S; Chatrchyan, S; Ferri, F; ",Search for a W'or Techni-rho Decaying into WZ in pp Collisions at root s= 7 TeV,PHYSICAL REVIEW LETTERS,109,14,,2012,AMER PHYSICAL SOC
"Bruno, G; Castello, R; Caudron, A; Ceard, L; Delaere, C; du Pree, T; Favart, D; Forthomme, L; Giammanco, A; Hollar, J; ","Study of the production of charged pions, kaons, and protons in pPb collisions at root SNN= 5.02 TeV",,,,,2014,
"Tumasyan, Armen; Adam, Wolfgang; Andrejkovic, Janik Walter; Bergauer, T; Chatterjee, S; Dragicevic, M; Escalante Del Valle, A; Frühwirth, R; Jeitler, M; Krammer, N; ","Search for heavy resonances decaying to WW, WZ, or WH boson pairs in a final state consisting of a lepton and a large-radius jet in proton-proton collisions at s= 13 TeV",Physical Review D,105,3,032008,2022,American Physical Society
"Abbrescia, Marcello; Barbone, Lucia; Calabria, Cesare; Chhibra, SIMRANJIT SINGH; DE PALMA, Mauro; Lusito, Letizia; Marangelli, Bartolomeo; My, Salvatore; Pacifico, Nicola; Pompili, Alexis; ",Search for a fermiophobic Higgs boson in pp collisions at root s= 7 TeV,JOURNAL OF HIGH ENERGY PHYSICS,,9,,2012,
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Zeise, M; Gutsche, O; Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; ",Search for top-squark pair production in the single-lepton final state in pp collisions at√ s= 8 TeV,,,,,2013,
"Bernet, R; Müller, K; Serra, N; Steinkamp, O; Straumann, U; Vollhardt, A; LHCb Collaboration; ",Measurement of the $ B^ 0_s\to\mu^+\mu^-$ branching fraction and effective lifetime and search for $ B^ 0\to\mu^+\mu^-$ decays,Physical Review Letters,118,19,191801,2017,American Physical Society
"Baringer, Philip S; Benelli, Gabriele; Kenny III, RP; Murray, Michael J; Noonan, Danny; Stringer, Robert W; Tinti, Gemma; Wood, Jeffrey Scott; Chatrchyan, S; Khachatryan, V; ",Search for Z′ resonances decaying to tt-bar in dilepton+ jets final states in pp collisions at s√= 7 TeV,,,,,2013,American Physical Society
"Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Asilar, E; Bergauer, T; Brandstetter, J; Brondolin, E; Dragicevic, M; Ero, J; ",Measurement of spin correlations in t (t) over-bar production using the matrix element method in the muon plus jets final state in pp collisions at root s= 8 TeV,"Physics letters. Section B, Nuclear, elementary particle and high-energy physics",,,,2016,
"Krätschmer, I; Steinbrück, G; Kirschenmann, H; Gutsche, O; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Asilar, E; Bergauer, T; ",Measurements of tt¯ spin correlations and top quark polarization using dilepton final states in pp collisions at s= 8 TeV MEASUREMENTS of tt¯ SPIN CORRELATIONS and⋯ V. KHACHATRYAN et al.,,,,,2016,
"Krätschmer, I; Steinbrück, G; Kirschenmann, H; Gutsche, O; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Asilar, E; Bergauer, T; ",Measurement of spin correlations in tt‾ production using the matrix element method in the muon+ jets final state in pp collisions at√ s= 8 TeV,,,,,2016,
"Krätschmer, I; Kirschenmann, H; Schütze, P; Steinbrück, G; Gutsche, O; Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; ",Measurement of the top quark polarization and tt spin correlations using dilepton final states in proton-proton collisions at s= 13 TeV,,,,,2019,
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Gutsche, O; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; ",Constraints on the spin-parity and anomalous HVV couplings of the Higgs boson in proton collisions at 7 and 8 TeV,,,,,2015,
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Zeise, M; Gutsche, O; Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; ",Measurements of tt ̄ spin correlations and top-quark polarization using dilepton final states in pp collisions at s= 7TeV,,,,,2014,
"Tumasyan, Armen; Adam, Wolfgang; Andrejkovic, Janik Walter; Bergauer, Thomas; Chatterjee, Suman; Damanakis, Konstantinos; Dragicevic, Marko; Escalante Del Valle, Alberto; Fruehwirth, Rudolf; Jeitler, Manfred; ",Search for flavor-changing neutral current interactions of the top quark and the Higgs boson decaying to a bottom quark-antiquark pair at $$\sqrt {s} $$= 13 TeV,Journal of High Energy Physics,2022,2,1-42,2022,Springer Berlin Heidelberg
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Gutsche, O; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; ",Search for the production of dark matter in association with top-quark pairs in the single-lepton final state in proton-proton collisions at√ S= 8TeV,,,,,2015,
"Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Bergauer, T; Brandstetter, J; Dragicevic, M; ","A multi-dimensional search for new heavy resonances decaying to boosted [Formula omitted][Formula omitted],[Formula omitted][Formula omitted], or [Formula omitted][Formula omitted] boson pairs in the dijet final state at 13 [Formula omitted]",The European Physical Journal C-Particles and Fields,80,3,,2020,Springer
"Krätschmer, I; Kirschenmann, H; Steinbrück, G; Gutsche, O; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; ",Search for pair production of third-generation scalar leptoquarks and top squarks in proton–proton collisions at [Formula presented] TeV,,,,,2014,
"Krätschmer, I; Steinbrück, G; Kirschenmann, H; Gutsche, O; Sirunyan, AM; Tumasyan, A; Adam, W; Asilar, E; Bergauer, T; Brandstetter, J; ","Erratum to: Search for dark matter and unparticles in events with a Z boson and missing transverse momentum in proton-proton collisions at√ s= 13 TeV (JHEP,(2017), 9,(106), 10.1007/JHEP09 (2017) 106)",,,,,2018,
"Krätschmer, I; Kirschenmann, H; Schütze, P; Steinbrück, G; Gutsche, O; Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; ",Search for top squarks decaying via four-body or chargino-mediated modes in single-lepton final states in proton-proton collisions at√ s= 13 TeV,,,,,2018,
